name,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats,fuel_cng,fuel_diesel,fuel_lpg,fuel_petrol,seller_type_dealer,seller_type_individual,seller_type_trustmark_dealer,owner_first_owner,owner_fourth_&_above_owner,owner_second_owner,owner_test_drive_car,owner_third_owner
maruti_swift_dzire_vdi,2017,625000,70000,1,23.4,1248,74.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0
hyundai_elite_i20_sportz_plus_diesel,2018,750000,40000,1,22.54,1396,88.76,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_amt_vvt_vxi,2019,650000,5621,0,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,0,0,0
tata_tigor_1.2_revotron_xz_option,2018,550000,23000,1,20.3,1199,84.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_zen_estilo_lxi_bs_iv,2010,180000,55000,1,19.0,998,67.1,5.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_indica_v2_dlg_tc,2008,175000,120000,1,16.8,1405,68.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1
mahindra_xuv500_w7_bsiv,2018,1150000,29000,1,15.1,2179,152.87,7.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_alto_k10_vxi_airbag,2019,366000,15000,1,23.95,998,67.1,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_i20_magna,2013,350000,90000,1,18.5,1197,82.85,5.0,0,0,0,1,0,1,0,0,0,1,0,0
hyundai_creta_1.4_crdi_s,2016,825000,39000,1,21.38,1396,88.7,5.0,0,1,0,0,1,0,0,1,0,0,0,0
maruti_alto_800_vxi,2020,250999,30000,1,22.05,796,47.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_xylo_d2,2011,250000,120000,1,13.0,2489,95.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0
datsun_redigo_t_option,2018,250000,10000,1,22.7,799,53.64,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_eon_era_plus,2014,240000,70000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_omni_lpg_cargo_bsiii_w_immobiliser,2007,54000,144000,1,10.9,796,32.8,5.0,0,0,1,0,0,1,0,0,0,1,0,0
tata_indica_v2_dls_tc,2004,50000,271000,1,16.8,1405,62.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_tiago_1.2_revotron_xza,2019,550000,30000,0,23.84,1199,83.83,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_i20_active_1.2,2018,530000,52000,1,17.19,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_ertiga_shvs_vdi,2016,725000,110000,1,24.52,1248,88.5,7.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_verna_1.6_sx_vtvt_at,2012,475000,83000,0,15.74,1591,121.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_amt_vvt_vxi,2019,650000,5621,0,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,0,0,0
maruti_ritz_lxi,2010,180000,53000,1,21.1,1197,85.8,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_omni_8_seater_bsii,2008,160000,70000,1,19.7,796,35.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0
maruti_swift_dzire_amt_vdi,2019,825000,7673,0,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,1,0,0,0,0
renault_lodgy_85ps_rxe_7_seater,2017,695000,65000,1,21.04,1461,83.8,7.0,0,1,0,0,0,1,0,0,0,1,0,0
maruti_swift_amt_vvt_vxi,2019,650000,5621,0,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,0,0,0
maruti_wagon_r_lxi,2005,130000,140000,1,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,0,1,0,0
hyundai_i20_2015-2017_asta_option_1.4_crdi,2017,780000,28000,1,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,1,0,0,0,0
renault_kwid_rxt_optional,2016,295000,60000,1,25.17,799,53.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_vxi_optional,2016,570000,90000,1,20.4,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_creta_1.6_crdi_sx_plus,2015,900000,50000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_i20_magna_1.4_crdi_(diesel),2013,350000,70000,1,21.9,1396,88.76,5.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_i20_1.4_asta,2018,799000,60000,1,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_i10_era_1.1,2008,120000,93331,1,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,0,1,0,0
toyota_yaris_v_bsiv,2018,1000000,4295,1,17.1,1496,105.5,5.0,0,0,0,1,0,0,1,1,0,0,0,0
maruti_800_ex_5_speed,2006,65000,120000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0
hyundai_i20_magna,2010,210000,50000,1,18.5,1197,80.0,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_swift_dzire_vdi,2013,480000,80000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
volkswagen_polo_2015-2019_1.0_mpi_trendline,2019,570000,5000,1,18.78,999,75.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_verna_1.6_sx,2011,475000,80000,1,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_dzire_vdi,2010,300000,120000,1,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,0,1,0,0
tata_sumo_cx_9_seater,2008,150000,120000,1,12.2,1948,68.0,9.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_verna_vtvt_1.6_sx,2017,900000,20000,1,17.0,1591,121.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
volkswagen_ameo_1.5_tdi_comfortline,2017,560000,52000,1,21.66,1498,108.62,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_indigo_cs_eglx_bs_iv,2011,90000,90000,1,15.64,1193,64.08,5.0,0,0,0,1,0,1,0,0,0,1,0,0
tata_tiago_wizz_1.05_revotorq,2017,350000,120000,1,27.28,1047,69.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
renault_kwid_rxt,2016,270000,44000,1,25.17,799,53.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_dzire_vdi,2013,360000,70000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1
mahindra_bolero_2011-2019_slx_2wd_bsiii,2016,700000,91182,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,1,0,0,0,0
toyota_innova_2.5_vx_7_str,2012,725000,159000,1,12.8,2494,102.0,7.0,0,1,0,0,0,1,0,0,0,1,0,0
ford_ecosport_1.5_diesel_titanium_plus_bsiv,2018,900000,44772,1,23.0,1498,98.96,5.0,0,1,0,0,1,0,0,0,0,1,0,0
honda_amaze_vx_i-dtec,2013,445000,100000,1,25.8,1498,98.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_scorpio_ex,2014,540000,110000,1,14.0,2523,75.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_ertiga_bsiv_zxi_plus,2016,850000,20000,1,17.5,1373,91.1,7.0,0,0,0,1,0,1,0,1,0,0,0,0
honda_city_i_dtec_vx,2014,600000,160000,1,25.1,1498,98.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_alto_lx_bsiii,2007,118000,110000,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_swift_amt_vvt_vxi,2019,650000,5621,0,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,0,0,0
maruti_swift_dzire_zxi,2016,620000,36000,1,20.85,1197,83.14,5.0,0,0,0,1,0,1,0,1,0,0,0,0
volkswagen_ameo_1.0_mpi_trendline,2019,480000,13000,1,19.44,999,75.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_xylo_d2,2010,300000,100000,1,13.0,2489,95.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_scorpio_2009-2014_sle_7s_bsiii,2009,380000,120000,1,12.05,2179,120.0,7.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_verna_vtvt_1.6_sx,2019,990000,15000,1,17.0,1591,121.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_verna_1.6_sx_crdi_(o),2014,645000,150360,1,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_bolero_pik-up_cbc_1.7t,2019,722000,80000,1,0.0,2523,70.0,2.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_creta_1.6_crdi_sx_option,2017,1250000,90000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_verna_1.6_sx_crdi_(o),2014,730000,60000,1,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_eon_magna_plus,2017,265000,100000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_vxi,2012,328000,123000,1,18.6,1197,85.8,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_a-star_vxi,2010,200000,65000,1,19.0,998,66.1,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_alto_lxi,2007,130000,88700,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,0,0,0,1
renault_kwid_rxt,2016,300000,66693,1,25.17,799,53.3,5.0,0,0,0,1,1,0,0,1,0,0,0,0
maruti_wagon_r_stingray_vxi,2014,380000,35000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,1,0,0,0,0
nissan_terrano_xl_d_option,2016,495000,56832,1,19.87,1461,83.14,5.0,0,1,0,0,1,0,0,1,0,0,0,0
mahindra_tuv_300_t8,2015,590000,40000,1,18.49,1493,100.0,7.0,0,1,0,0,0,1,0,0,0,1,0,0
nissan_micra_active_xv,2014,390000,30000,1,19.69,1198,67.04,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_wagon_r_lx_minor,2007,125000,100000,1,18.9,1061,67.0,5.0,0,0,0,1,0,1,0,0,0,0,0,1
maruti_gypsy_king_soft_top,1997,300000,186388,1,14.8,1298,80.0,8.0,0,0,0,1,0,1,0,0,0,1,0,0
volkswagen_vento_diesel_highline,2012,375000,90000,1,20.54,1598,103.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
volkswagen_vento_1.5_tdi_highline_at,2014,411000,90000,0,21.21,1498,103.2,5.0,0,1,0,0,0,1,0,0,0,1,0,0
ford_classic_1.6_duratec_titanium,2014,450000,110000,1,14.09,1596,99.6,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_baleno_alpha_1.3,2018,740000,38817,1,27.39,1248,74.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0
nissan_sunny_xl,2012,320000,70000,1,16.95,1498,97.7,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_zen_lxi_-_bs_iii,2005,60000,70000,1,17.3,993,60.0,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_swift_dzire_vdi_bsiv,2011,250000,170000,1,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,1,0,0,0,0
volkswagen_vento_diesel_highline,2012,450000,90000,1,20.54,1598,103.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_grand_i10_1.2_kappa_sportz_bsiv,2017,525000,30000,1,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_wagon_r_lxi_bs_iv,2012,220000,360003,1,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_800_ac,2007,75000,60000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0
honda_jazz_vx,2016,550000,56494,1,18.2,1199,88.7,5.0,0,0,0,1,0,0,1,1,0,0,0,0
maruti_zen_lxi_-_bs_iii,2004,120000,80000,1,17.3,993,60.0,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_vitara_brezza_vdi,2016,745000,70000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_eon_1.0_kappa_magna_plus_optional,2018,350000,10000,1,20.3,998,68.05,5.0,0,0,0,1,0,1,0,0,0,1,0,0
ford_figo_aspire_1.5_tdci_titanium,2018,650000,21000,1,25.83,1498,99.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
honda_amaze_v_cvt_petrol_bsiv,2019,779000,7032,0,19.0,1199,88.76,5.0,0,0,0,1,0,0,1,1,0,0,0,0
mahindra_bolero_2011-2019_sle_bsiii,2015,509999,65000,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,1,0,0,0,0
toyota_innova_2.5_v_diesel_8-seater,2012,911000,155000,1,12.8,2494,102.0,8.0,0,1,0,0,1,0,0,1,0,0,0,0
honda_amaze_v_cvt_petrol_bsiv,2019,779000,7032,0,19.0,1199,88.76,5.0,0,0,0,1,0,0,1,1,0,0,0,0
fiat_grande_punto_1.3_emotion_(diesel),2013,300000,82500,1,20.3,1248,75.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_ciaz_zeta_diesel,2018,950000,7500,1,28.09,1248,88.5,5.0,0,1,0,0,0,1,0,1,0,0,0,0
honda_accord_v6_at,2005,285000,80000,0,9.0,2997,218.0,5.0,0,0,0,1,0,1,0,0,0,1,0,0
hyundai_grand_i10_1.2_crdi_sportz,2018,700000,35000,1,24.0,1186,73.97,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_vxi,2018,560000,25000,1,22.0,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_sumo_se_plus_bsii,2000,95000,120000,1,12.2,1948,68.0,10.0,0,1,0,0,0,1,0,0,1,0,0,0
hyundai_i20_1.2_spotz,2018,650000,15000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_indigo_cs_els_bs_iv,2012,220000,90000,1,23.03,1396,69.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_ertiga_zxi,2015,700000,35000,1,16.02,1373,93.7,7.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_scorpio_1.99_s10,2017,1300000,50000,1,15.4,1997,120.0,7.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_verna_1.6_vtvt_s,2016,850000,25000,1,17.01,1591,121.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_zdi,2014,530000,90000,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_ddis_vdi,2017,610000,49000,1,28.4,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
renault_triber_rxt_bsiv,2019,600000,5000,1,20.0,999,72.0,7.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_new_safari_dicor_2.2_ex_4x2,2009,229999,212000,1,11.57,2179,138.1,7.0,0,1,0,0,0,1,0,0,0,0,0,1
honda_city_i_dtec_sv,2014,625000,90000,1,26.0,1498,98.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
datsun_go_plus_a,2015,350000,60000,1,20.62,1198,67.0,7.0,0,0,0,1,0,1,0,1,0,0,0,0
honda_city_2017-2020_gxi,2008,250000,100000,1,17.7,1497,78.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_elite_i20_petrol_magna_exective,2019,590000,10000,1,18.6,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_indigo_cs_lx_(tdi)_bs_iii,2013,200000,150000,1,19.09,1396,69.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_i20_1.2_asta_dual_tone,2018,740000,8000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,1,0,0,0,0
ford_figo_aspire_1.5_tdci_ambiente,2016,500000,70000,1,25.83,1498,99.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_vitara_brezza_zdi_plus,2016,850000,100000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_sumo_cx_10_str_bsiv,2011,175000,20000,1,12.2,1948,68.0,10.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_alto_lxi,2007,85000,120000,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,0,0,0,1
chevrolet_spark_1.0,2010,90000,70000,1,18.0,995,62.0,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_a-star_vxi,2014,250000,40000,1,19.0,998,66.1,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_elantra_s,2016,805000,49900,1,16.3,1797,147.5,5.0,0,0,0,1,1,0,0,1,0,0,0,0
honda_city_s,2011,450000,110000,1,16.8,1497,116.4,5.0,0,0,0,1,0,1,0,0,0,0,0,1
maruti_vitara_brezza_vdi_option,2016,610000,110000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_alto_800_lxi,2012,220000,100000,1,22.74,796,47.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_grand_i10_1.2_crdi_asta,2019,750000,20000,1,24.0,1186,73.97,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_dzire_1.2_vxi_bsiv,2010,210000,200000,1,17.5,1197,85.8,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_wagon_r_vxi_bs_iv,2015,400000,22500,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,1,0,0,0,0
tata_indigo_tdi,2008,210000,100000,1,19.61,1405,70.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_accent_gls_1.6,2004,110000,120000,1,14.4,1599,94.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0
maruti_swift_dzire_vdi,2018,680000,120000,1,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_elite_i20_magna_plus_bsiv,2019,600000,10000,1,18.6,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
honda_city_i_dtec_s,2016,670000,60000,1,26.0,1498,98.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_i10_era,2008,200000,60000,1,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,0,1,0,0
hyundai_xcent_1.2_vtvt_s,2019,590000,90000,1,20.14,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
nissan_terrano_xv_premium_110_ps,2014,475000,40000,1,19.01,1461,108.5,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_tuv_300_plus_p4_bsiv,2018,600000,70000,1,18.49,2179,120.0,9.0,0,1,0,0,0,1,0,1,0,0,0,0
honda_city_i_vtec_v,2017,860000,28000,1,17.8,1497,117.3,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_dzire_tour_ldi,2018,580000,120000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_manza_aura_(abs)_quadrajet,2009,100000,80000,1,18.8,1248,90.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1
hyundai_i10_sportz,2011,200000,91000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_800_ac,1997,50000,120000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_swift_dzire_zdi,2016,550000,55000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_i20_asta_1.4_crdi,2013,380000,110000,1,21.27,1396,88.76,5.0,0,1,0,0,0,1,0,0,0,1,0,0
renault_lodgy_stepway_110ps_rxz_7s,2015,550000,240000,1,19.98,1461,108.5,7.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_bolero_2011-2019_di_non_ac_bs_iii_white,2016,550000,80000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_eon_era_plus,2015,250000,80000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_scorpio_s4_plus_4wd,2015,715000,70000,1,15.4,2179,120.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_xylo_d4_bsiv,2012,310000,86000,1,14.0,2498,112.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_swift_dzire_tour_s_cng,2018,600000,40000,1,19.0,1197,85.8,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_grand_i10_asta_option,2014,375000,60000,1,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
renault_duster_110ps_diesel_rxz,2014,600000,114000,1,19.01,1461,108.45,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_indigo_cs_lx_(tdi)_bs-iii,2017,450000,70000,1,19.09,1405,69.01,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_scorpio_s10_7_seater,2015,1100000,70000,1,15.4,2179,120.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_i20_1.4_crdi_sportz,2011,350000,116500,1,23.0,1396,90.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
daewoo_matiz_sd,2000,100000,60000,1,18.5,796,53.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_sx4_vxi_bsiii,2007,125000,120000,1,15.0,1586,104.68,5.0,0,0,0,1,0,1,0,0,0,0,0,1
maruti_celerio_zxi_optional_amt_bsiv,2018,545000,10000,0,23.1,998,67.04,5.0,0,0,0,1,1,0,0,1,0,0,0,0
maruti_swift_dzire_ldi_optional,2015,470000,70000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_grand_i10_crdi_sportz_edition,2014,375000,76000,1,24.0,1120,70.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1
hyundai_xcent_1.1_crdi_s_option,2015,409999,135000,1,24.4,1120,71.01,5.0,0,1,0,0,0,1,0,0,0,1,0,0
tata_tiago_nrg_petrol,2019,550000,10000,1,24.0,1199,83.81,5.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_bolero_2011-2019_di_non_ac_bs_iii_silver,2013,325000,178000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,1,0,0,0,0
toyota_corolla_altis_1.8_vl_at,2012,550000,100000,0,14.53,1794,138.1,5.0,0,0,0,1,0,1,0,1,0,0,0,0
ford_fiesta_classic_1.4_duratorq_clxi,2012,450000,90165,1,17.8,1399,67.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0
chevrolet_beat_diesel_lt_option,2011,140000,70000,1,25.44,936,57.6,5.0,0,1,0,0,0,1,0,0,1,0,0,0
maruti_wagon_r_lxi_optional,2018,430000,14000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_grand_i10_nios_amt_sportz,2020,675000,5000,0,20.7,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
ford_ecosport_1.5_diesel_titanium_bsiv,2018,950000,80000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,1,0,0,0,0
maruti_eeco_7_seater_standard_bsiv,2016,270000,100000,1,15.37,1196,73.0,7.0,0,0,0,1,0,1,0,0,0,0,0,1
ford_figo_diesel_exi,2011,240000,72000,1,20.0,1399,68.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_thar_4x4,2015,585000,50000,1,16.55,2498,105.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0
chevrolet_beat_diesel_lt_option,2014,170000,76000,1,25.44,936,56.3,5.0,0,1,0,0,0,1,0,0,0,1,0,0
maruti_swift_dzire_zdi_plus,2017,725000,60000,1,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,1,0,0,0,0
toyota_innova_2.5_vx_(diesel)_7_seater,2013,750000,79328,1,12.99,2494,100.6,7.0,0,1,0,0,0,0,1,0,0,1,0,0
maruti_omni_e_mpi_std_bs_iv,2018,260000,30000,1,16.8,796,34.2,8.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_alto_lx,2011,170000,70000,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,0,0,0,1
honda_city_i-vtec_vx,2017,950000,35000,1,17.4,1497,117.6,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_eon_magna_plus,2013,200000,80000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_swift_dzire_vdi,2012,290000,105000,1,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,0,1,0,0
maruti_swift_vdi,2012,320000,120000,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,0,1,0,0
toyota_innova_2.5_g_(diesel)_8_seater,2014,680000,95000,1,12.99,2494,100.6,8.0,0,1,0,0,1,0,0,1,0,0,0,0
maruti_swift_vxi_bsiv,2009,229999,71000,1,16.1,1197,85.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
maruti_800_ac,1997,40000,120000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,1,0,0,0,0
chevrolet_spark_1.0_lt,2011,150000,30000,1,18.0,995,62.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_xcent_1.2_vtvt_e,2020,360000,65000,1,20.14,1197,81.86,5.0,0,0,0,1,0,1,0,0,0,1,0,0
maruti_swift_dzire_ldix_limited_edition,2014,380000,70000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,0,1,0,0
ford_fiesta_classic_1.6_sxi_duratec,2008,285000,60000,1,15.3,1596,99.6,5.0,0,0,0,1,0,1,0,0,0,1,0,0
ford_figo_diesel_exi,2012,200000,104500,1,20.0,1399,68.0,5.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_creta_1.6_crdi_sx_option,2015,880000,120000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,0,0,1,0,0
hyundai_grand_i10_1.2_kappa_magna_at,2019,550000,28000,0,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,0,0,0
mahindra_xuv500_w4_1.99_mhawk,2016,890000,40000,1,16.0,1997,140.0,7.0,0,1,0,0,0,1,0,0,0,1,0,0
mercedes-benz_new_c-class_200_k_at,2007,500000,120000,0,11.7,1796,178.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0
hyundai_i20_active_1.4,2016,580000,152000,1,21.19,1396,88.73,5.0,0,1,0,0,0,1,0,1,0,0,0,0
volkswagen_vento_1.5_tdi_highline,2017,900000,74000,1,22.27,1498,108.6,5.0,0,1,0,0,0,1,0,1,0,0,0,0
tata_safari_dicor_2.2_ex_4x2,2010,400000,120000,1,13.93,2179,138.03,7.0,0,1,0,0,0,1,0,0,1,0,0,0
toyota_etios_cross_1.4l_gd,2014,550000,31000,1,23.59,1364,67.06,5.0,0,1,0,0,0,1,0,1,0,0,0,0
mahindra_xuv500_w8_4wd,2015,850000,173000,1,16.0,2179,140.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0
honda_mobilio_rs_i_dtec,2015,650000,94000,1,24.5,1498,98.6,7.0,0,1,0,0,0,1,0,0,0,1,0,0
honda_city_i-dtec_vx,2017,975000,82000,1,25.6,1498,97.9,5.0,0,1,0,0,0,1,0,1,0,0,0,0
hyundai_creta_1.6_sx_diesel,2017,975000,41000,1,20.5,1582,126.2,5.0,0,1,0,0,1,0,0,1,0,0,0,0
tata_indigo_cs_egls_bs_iv,2013,250000,50000,1,15.64,1193,64.1,5.0,0,0,0,1,0,1,0,1,0,0,0,0
